"ID","0","blue","brown","green","invblue","invbrown","invgreen","invturquoise","invyellow","singlet","turquoise","yellow","Point"
"001",0.0901374439893625,0.284531436214227,0.0156959890919121,0.00705695000286233,0.00552169908041072,0.00554772028248617,0.00568823477369361,0.0228934535859819,0.14678560090762,0.346628432847084,0.0507569567683749,0.0187560824559851,"sum_TP1"
"002",0.150273266435745,0.101671017466554,0.0368376343543814,0.0327299103592998,0.00501731915735414,0.0213842137723181,0.0142626072992587,0.0464087476290403,0.0665168129647372,0.435376075901741,0.0772108592862102,0.0123115353733607,"sum_TP1"
"003",0.0652178490955419,0.0151620443489797,0.0354757378574423,0.0397773936216036,0.00131327808376264,0.0207310326079674,0.0221744898603828,0.0264474296314589,0.0212038892941035,0.694040665675008,0.0506952141925924,0.00776097573115704,"sum_TP1"
"004",0.0963077368415039,0.0231099718528732,0.0523178530483834,0.0354809959283791,0.00465817809247036,0.00353838712011853,0.008510792271157,0.0288060514418261,0.020942757351961,0.668553298622352,0.0473606831486694,0.0104132942803058,"sum_TP1"
"005",0.0484110652662377,0.0114091378197785,0.0349609781422947,0.0185072694368367,NA,NA,NA,0.0265470542858884,0.0193291141102953,0.730676666127176,0.109582792968709,0.000575921842781745,"sum_TP1"
"006",0.0479574909038527,0.00583640410592888,0.0427855818513855,0.0323813551052272,0.000146374784503789,0.000232340927783793,NA,0.032011933030051,0.0306457683746823,0.742089953113601,0.064797561349622,0.00111523645336221,"sum_TP1"
"007",0.0408833274979322,0.00796405392925464,0.0474341995098263,0.0163112146260523,0.000819493284214479,0.000748453618709818,0.00533304917467132,0.0068756247684868,0.0059013664987086,0.810207385080655,0.0428572153465975,0.0146646166648907,"sum_TP1"
"008",0.026165649242902,0.00128213763080069,0.0203292901708905,0.0161595875606934,0.00348761028894019,0.000315942224208767,0.000127356555495007,0.0136234776911726,0.0189332663895029,0.759651238971106,0.130413112826887,0.00951133044740113,"sum_TP1"
"009",0.0627084869690741,0.0554814617231262,0.00979398427816045,0.00846343338615788,0.00160670296392764,0.0102741123123029,0.00476989942416017,0.0149718356267554,0.0520860464751385,0.753644109017307,0.0229802457125822,0.00321968211130811,"sum_TP1"
"010",0.0807712014333545,0.0886050251191508,0.0109982888686231,0.00542341639785899,0.00238785000048337,0.0523683540591839,0.00988331437447031,0.0162895840113947,0.237228547214014,0.461206299283645,0.0302557674150315,0.00458235182278995,"sum_TP1"
"011",0.0780640946539397,0.0983776721228178,0.0155518455340616,0.00614815083656952,0.00152433491815773,0.00416651544296447,0.0108046310746561,0.0142924545421551,0.0293107828548615,0.712728196566617,0.0241244147642725,0.0049069066889268,"sum_TP1"
"012",0.0433762739775866,0.0344003868008981,0.024280373205421,0.00389194467981215,0.00154624616430421,0.0057685034922185,0.00661104010187034,0.00551478508135744,0.0207283154533661,0.829764520591882,0.0183874040776857,0.00573020637359797,"sum_TP1"
"013",0.047485062913917,0.0570038664157766,0.0187504969212965,0.0040269029509027,0.00157689691422918,0.00217320247003012,0.0049839365589783,0.00997376255554476,0.0268470012456161,0.794679482082858,0.0243439902706491,0.00815539870020112,"sum_TP1"
"014",0.0674288974719101,0.0812148876404494,0.00991485252808989,0.00856302668539326,0.00394136235955056,0.00928283005617977,0.00487622893258427,0.0110208918539326,0.0329046699438202,0.753594627808989,0.0131495786516854,0.00410814606741573,"sum_TP1"
"015",0.0471739958770139,0.0478090529833029,0.0853868474788233,0.00453137670610534,0.00352310142350493,0.00343907848328823,0.011475970416109,0.00847459283069378,0.0193096440749172,0.643658710540971,0.0816917921311539,0.0435258370541166,"sum_TP1"
"016",0.0867011210482329,0.0496090260233047,0.0267125524740872,0.00561484740487421,0.00732235660284921,0.00571090980701063,0.0124520888769345,0.00856876627056936,0.027348965888241,0.662950652744023,0.0899888567613522,0.0170198560985216,"sum_TP1"
"017",0.0555907941947761,0.0138527298374499,0.0129320546440845,0.00866476062444973,0.00439983337909097,0.00507199727347603,0.00465307822662337,0.015152088914976,0.0274806161186795,0.80754338297248,0.0369974154824906,0.00766124833142414,"sum_TP1"
"018",0.0786595836294686,0.0911206104969366,0.0138850701127303,0.00499841772972749,0.00285327426190983,0.091717204206245,0.0156748512406555,0.0110655163648248,0.0230803948931578,0.624926722729183,0.0274874066849622,0.014530947650199,"sum_TP1"
"019",0.189176567256877,0.135725416498826,0.0890740173099175,0.0188906952372852,0.00526069993949714,0.0253582427528964,0.0338527164501991,0.0162250385565333,0.0381200139301023,0.399439265235247,0.0365665186459555,0.0123108081866634,"sum_TP1"
"020",0.0478067743193012,0.0419592706268634,0.0313294423183568,0.00598476903733068,0.00171307150426346,0.0068028704928924,0.00941640265965332,0.0062263560443422,0.0287598350619616,0.788556462726968,0.0188328053193066,0.0126119398887602,"sum_TP1"
"021",0.0452973547762625,0.0407530776117097,0.0115992674625211,0.00390807836151543,0.00191768496344129,0.00226077788936503,0.00379674357098388,0.0181839250739581,0.039144403495458,0.782438186469869,0.0428729829089736,0.00782751741594223,"sum_TP1"
"022",0.164574344076703,0.0658944297632634,0.00908741371839393,0.00422329771197354,0.00329563694286952,0.00239238829926825,0.00985639567173015,0.0225507009331535,0.0332187997778497,0.630119680445277,0.046590541521974,0.00819637113754402,"sum_TP1"
"023",0.0651718147874528,0.0403290537707406,0.0165605095541401,0.00806660942834894,0.002699518798794,0.00799073537927041,0.00539504422658387,0.0237286105065591,0.0479484056466266,0.721079008845317,0.0534712377453427,0.00755945131082403,"sum_TP1"
"024",0.0497809714574278,0.0506942951098525,0.0196727015292131,0.00174691270027279,0.000811843246599802,0.00116944086712591,0.00677019278860907,0.0175319482063338,0.0209291256013318,0.773022158971473,0.0307485629649675,0.027121846556794,"sum_TP1"
"025",0.0644907083973732,0.102741372083275,0.011490848120721,0.00311303618834707,0.00205672767919519,0.00311303618834707,0.00961296632667319,0.0196059801592846,0.0264580131339947,0.732586279167248,0.0186335056587956,0.00609752689674445,"sum_TP1"
"026",0.01685025474625,0.142657899980076,0.00122392053055532,0.00569265363048985,0.00224859818404349,0.00125238379870777,0.00105314092164062,0.0385108018102639,0.00432641675917229,0.783366066091709,0.00244784106111064,0.00037002248598184,"sum_TP1"
"027",0.0449615174093229,0.163481194356631,0.00752895968543694,0.00251337674958948,0.000212240703298667,0.00228996548295931,0.00487036561253784,0.00364160364607187,0.0254465432691771,0.740854101272327,0.00274795857955117,0.00145217323309614,"sum_TP1"
"028",0.175803583601412,0.173216103870487,0.0231886916693015,0.00947388879058529,0.00274412088055532,0.0303738792180706,0.0128474750316908,0.0137873219294709,0.0332572366760748,0.468252609960637,0.0492172293661545,0.00783785900556076,"sum_TP1"
"029",0.108327521576149,0.149273167117078,0.013877386452794,0.00429888414262052,0.00136213059018394,0.00940959811699067,0.0251122395606312,0.0301630197890332,0.0482957022055619,0.564532298840554,0.0414578066428385,0.00389024496556534,"sum_TP1"
