"clones","cells","Pielou","cluster","ID"
454,1068,0.123326504288435,"X0","ID02"
208,710,0.209401953113249,"X1","ID02"
62,96,0.0522545161121881,"X2","ID02"
133,926,0.376215691304546,"X3","ID02"
572,718,0.0180561788428948,"X4","ID02"
204,789,0.370436252593952,"X5","ID02"
352,550,0.0751021652154805,"X0","ID28"
450,1173,0.1226825301797,"X1","ID28"
148,938,0.429519772247231,"X2","ID28"
42,87,0.138986703298297,"X3","ID28"
164,174,0.00519573702257947,"X4","ID28"
22,31,0.0970554908029965,"X5","ID28"
