"MEgreen","MEblue","MEyellow","MEbrown","MEred","MEturquoise","sample"
-0.226114461571279,0.845619609852843,0.640510082293308,-0.139510110218953,-0.407346133503783,0.0239051173876028,"P1"
0.859315525394009,-0.380197988400382,0.128552992673036,-0.47545433594792,-0.511397852555076,-0.300666725819443,"P2"
-0.387230852850856,-0.106084742732889,-0.757017749252871,0.839172672758035,0.185058205587095,-0.521440979069844,"P3"
-0.245970210971874,-0.359336878719573,-0.0120453257134721,-0.224208226591162,0.733685780471763,0.798202587501684,"P4"
