"MEyellow","MEblue","MEbrown","MEturquoise","sample"
-0.332551941535534,0.834851912030527,-0.354561902698735,-0.291359350736742,"P1"
-0.201245732381661,-0.217206755315017,-0.0571442418496513,0.864962860172909,"P2"
-0.327424047944639,-0.128405366571529,0.832857624908635,-0.251884092704279,"P3"
0.861221721861834,-0.489239790143983,-0.421151480360248,-0.321719416731888,"P4"
