"MEred","MEyellow","MEgreen","MEturquoise","MEblue","MEbrown","sample"
-0.223759406344012,0.573838881605547,-0.16452175751313,-0.248083012922186,0.818666020161699,0.576786795150251,"P1"
-0.393885240420788,-0.622753562425191,0.851950475496313,-0.35709055105427,-0.00967555926553487,-0.351908419453666,"P2"
0.858387465386797,0.399750969082482,-0.417314146533391,-0.257691557669494,-0.439563364665696,-0.621454077281773,"P3"
-0.240742818621997,-0.350836288262839,-0.270114571449792,0.862865121645949,-0.369427096230468,0.396575701585189,"P4"
