"ID","0","blue","brown","green","invblue","invbrown","invgreen","invred","invturquoise","invyellow","red","singlet","turquoise","yellow","Point"
"001",0.161669744718195,0.298977039045411,0.0213236931379098,0.0175645408463987,0.0190184290148925,0.00733493130050952,0.14461602944451,0.0508205954392445,0.0146436664178029,0.00499037290266808,0.024860177872084,0.181997982893892,0.0341074305473692,0.0180753664191127,"sum_TP1"
"002",0.130667674953524,0.144153511674071,0.00267826196552919,0.0664839146737247,0.00173299303651889,0.0872798311119514,0.00299335160853263,0.0397328039827331,0.00488388946655323,0.000630179286006869,0.0069634811103759,0.146737246746699,0.0824589595739988,0.28260390080978,"sum_TP1"
"003",0.0317323655722185,0.0520148731528614,0.00681571834309784,0.00477477601086673,0.000665450104962749,0.0239527736234787,0.333349340724174,0.015037800310086,0.00798540125955298,0.000946722829740817,0.00606108420344936,0.436106499458036,0.0718446002497153,0.0087125941577597,"sum_TP1"
"004",0.116032537391761,0.137286801364471,0.00388349514563107,0.0169771713461034,0.0125426397271057,0.00459197061138809,0.011912883757544,0.114694305956442,0.055077407504592,0.00346365783258987,0.322592495408029,0.137627919181317,0.0483600104959328,0.0149567042770926,"sum_TP1"
"005",0.0466574651944311,0.0297147543606977,0.00485077612417987,0.0337754040646503,0.00234037445991359,0.0580292846855497,0.0014402304368699,0.0510781725076012,0.0121519443110898,0.000450072011521843,0.0055908945431269,0.651254200672107,0.0862437990078413,0.0164226276204193,"sum_TP1"
"006",0.238972212288858,0.0466248764172574,0.010643892383096,0.0598140474137024,0.00164075811439029,0.00504848650581628,0.00490123898272997,0.0478238919623888,0.0724878520793454,0.0035760112749532,0.109972864385031,0.361408527735123,0.02521087948842,0.0118744609688887,"sum_TP1"
"007",0.220431413838719,0.154162504612007,0.0881545674612816,0.0216786803811992,0.0391908065836955,0.000908902747406028,0.0590786785813918,0.0512945114872709,0.0619223743059493,0.00426554358683621,0.0166662167148115,0.200633532212053,0.0728652034232337,0.00874706406414514,"sum_TP1"
"008",0.0517177393701622,0.0435708479129113,0.116548262821193,0.00412646237585268,0.0032605238044746,0.00526632029123812,0.0168327854946453,0.029327042024529,0.0466899939914466,0.0375269501290072,0.0136164422295267,0.577280599441558,0.0344608206976991,0.0197752094157565,"sum_TP1"
"009",0.08562124167728,0.0730948427348498,0.00791565235615599,0.0119460252462558,0.00295023295555305,0.0511051282464654,0.00915700720630673,0.0131067726386045,0.00364345709265021,0.00274065356526786,0.00569088652082091,0.589853133211885,0.0581340985667994,0.0850408679811056,"sum_TP1"
"010",0.367829400248405,0.178536092457318,0.00804159737279751,0.00948361156137507,0.00306296444435088,0.0117466265288508,0.0111256131191714,0.0109361514009641,0.00567332589520662,0.0030734900953624,0.00197882239016483,0.21349177946656,0.0274824747910658,0.147538050228407,"sum_TP1"
"011",0.0626460248487892,0.323252614800096,0.0165731379784702,0.018560167696574,0.000720571216455226,0.0120968622398847,0.00895255147717099,0.0270105028713671,0.00720571216455226,0.00434526279013909,0.0276218966307837,0.383977116405005,0.0249579666790401,0.0820796122016726,"sum_TP1"
"012",0.0362959127428218,0.0457832935241945,0.0284788454792965,0.0106900065142227,0.0021045950324876,0.0308506906746396,0.00541181579782525,0.0387846798844143,0.00788387980423925,0.00765003591174063,0.0931032754848085,0.566002438657736,0.0973124655497837,0.0296480649417896,"sum_TP1"
"013",0.0509150956378148,0.0636820940935431,0.0324908643334404,0.00840940018041986,0.00206412549883033,0.0126752595446692,0.00596302921884317,0.0220479182912099,0.00683454887390487,0.00567252266715594,0.0088986743727352,0.616424323043285,0.105086922618229,0.0588352216259193,"sum_TP1"
