"class","counts","prop","sum_TP1","sum_TP2","sum_TP3","sum_TP4","name"
"blue",1090,0.00482779391963716,0.0554814617231262,0.00921675774134791,0.0126214438621812,0.0119451565515454,"NaraCOVID_CD4_009_TCR.join.strict.table.txt"
"brown",1211,0.00536372333640422,0.00979398427816045,0.00320582877959927,0.0799955442331722,0.0113489068755941,"NaraCOVID_CD4_009_TCR.join.strict.table.txt"
"green",631,0.00279480547090922,0.00846343338615788,0.00695810564663024,0.00824316863140153,0.0465362790563701,"NaraCOVID_CD4_009_TCR.join.strict.table.txt"
"invblue",124,0.000549216922967897,0.00160670296392764,0.00597449908925319,0.00610246326413979,0.00706570268168332,"NaraCOVID_CD4_009_TCR.join.strict.table.txt"
"invbrown",232,0.001027567146198,0.0102741123123029,0.0123982999392835,0.00317715547720294,0.0131895037013567,"NaraCOVID_CD4_009_TCR.join.strict.table.txt"
"invgreen",94,0.000416341860959535,0.00476989942416017,0.00454159077109897,0.00425719461045943,0.00125586888267995,"NaraCOVID_CD4_009_TCR.join.strict.table.txt"
"invturquoise",573,0.00253791368435972,0.0149718356267554,0.00127504553734062,0.0156775187190639,0.0144050465189965,"NaraCOVID_CD4_009_TCR.join.strict.table.txt"
"invyellow",2526,0.0111880802211041,0.0520860464751385,0.00507589556769885,0.00742950686284956,0.0460523662758879,"NaraCOVID_CD4_009_TCR.join.strict.table.txt"
"singlet",213164,0.944139323931685,0.753644109017307,0.763703703703704,0.749740887472514,0.742345248725408,"NaraCOVID_CD4_009_TCR.join.strict.table.txt"
"turquoise",2044,0.00905322089150308,0.0229802457125822,0.115859137826351,0.0187045342270698,0.0283953106547225,"NaraCOVID_CD4_009_TCR.join.strict.table.txt"
"yellow",384,0.00170080079370704,0.00321968211130811,0.0163934426229508,0.0143601615699798,0.00412189993375004,"NaraCOVID_CD4_009_TCR.join.strict.table.txt"
"0",5210,0.0274720928883663,0.0807712014333545,0.0630331435224228,0.0958915369512734,0.0798300405318087,"NaraCOVID_CD4_010_TCR.join.strict.table.txt"
"blue",2102,0.0110837503361508,0.0886050251191508,0.0181875172583642,0.0278837211486975,0.0170267163081089,"NaraCOVID_CD4_010_TCR.join.strict.table.txt"
"brown",816,0.00430273086312992,0.0109982888686231,0.00599285037278067,0.0417985739917896,0.00830216757063696,"NaraCOVID_CD4_010_TCR.join.strict.table.txt"
"green",1131,0.00596371152720581,0.00542341639785899,0.00579134730918779,0.0112774891734225,0.0344870026881344,"NaraCOVID_CD4_010_TCR.join.strict.table.txt"
"invblue",206,0.00108622862476074,0.00238785000048337,0.00855268558805311,0.00808353139002922,0.00973434742109724,"NaraCOVID_CD4_010_TCR.join.strict.table.txt"
"invbrown",124,0.000653846356652096,0.0523683540591839,0.0526221519034576,0.0409930390508309,0.0508451819176105,"NaraCOVID_CD4_010_TCR.join.strict.table.txt"
"invgreen",187,0.000986042489467273,0.00988331437447031,0.00943332860671826,0.00903232473156664,0.003348279845705,"NaraCOVID_CD4_010_TCR.join.strict.table.txt"
"invturquoise",643,0.00339050973651046,0.0162895840113947,0.00195532602449382,0.0160848653371035,0.0151385885755685,"NaraCOVID_CD4_010_TCR.join.strict.table.txt"
"invyellow",1416,0.0074665035566078,0.237228547214014,0.155515586635123,0.189638894890607,0.246986688000179,"NaraCOVID_CD4_010_TCR.join.strict.table.txt"
"singlet",174682,0.921090236070172,0.461206299283645,0.511907338443053,0.506657992879353,0.493676870015692,"NaraCOVID_CD4_010_TCR.join.strict.table.txt"
"turquoise",2489,0.0131243837234441,0.0302557674150315,0.144432918137515,0.033855952503969,0.0351639314455786,"NaraCOVID_CD4_010_TCR.join.strict.table.txt"
"yellow",641,0.0033799638275322,0.00458235182278995,0.0225758061988313,0.0188020779513579,0.00546018567987983,"NaraCOVID_CD4_010_TCR.join.strict.table.txt"
"0",5431,0.0243615794880076,0.0780640946539397,0.0549935244239181,0.114977848333754,0.0828811015556138,"NaraCOVID_CD4_011_TCR.join.strict.table.txt"
"blue",2375,0.0106534250200733,0.0983776721228178,0.0113994575177773,0.0265117274466651,0.0127498391976559,"NaraCOVID_CD4_011_TCR.join.strict.table.txt"
"brown",1303,0.00584480538996021,0.0155518455340616,0.00587689074603524,0.0652603739111825,0.0116635300283489,"NaraCOVID_CD4_011_TCR.join.strict.table.txt"
"green",970,0.00435108306082994,0.00614815083656952,0.00587689074603524,0.0125786967090322,0.0439812278152322,"NaraCOVID_CD4_011_TCR.join.strict.table.txt"
"invblue",147,0.000659390938084537,0.00152433491815773,0.00770960095789654,0.00732745816417467,0.00874288300736117,"NaraCOVID_CD4_011_TCR.join.strict.table.txt"
"invbrown",91,0.000408194390242808,0.00416651544296447,0.00515602472936979,0.00144377118143285,0.00553636515234533,"NaraCOVID_CD4_011_TCR.join.strict.table.txt"
"invgreen",183,0.000820874433125648,0.0108046310746561,0.00953009310167876,0.00980295078720665,0.00274197774972008,"NaraCOVID_CD4_011_TCR.join.strict.table.txt"
"invturquoise",549,0.00246262329937694,0.0142924545421551,0.000855264765535274,0.0149232277868457,0.0130380922886343,"NaraCOVID_CD4_011_TCR.join.strict.table.txt"
"invyellow",1437,0.00644588284372435,0.0293107828548615,0.00158834885027979,0.00372122439462227,0.0246230078376254,"NaraCOVID_CD4_011_TCR.join.strict.table.txt"
"singlet",207452,0.930557611479682,0.712728196566617,0.707878210297388,0.68899507776241,0.755477999857065,"NaraCOVID_CD4_011_TCR.join.strict.table.txt"
"turquoise",2404,0.0107835089466342,0.0241244147642725,0.160667595239841,0.0307663805742504,0.0316959287228721,"NaraCOVID_CD4_011_TCR.join.strict.table.txt"
"yellow",591,0.00265102071025824,0.0049069066889268,0.0284680986242455,0.0236912629484235,0.0068680467875265,"NaraCOVID_CD4_011_TCR.join.strict.table.txt"
"0",2962,0.0135571188605063,0.0433762739775866,0.0504488504710502,0.064158889619566,0.0547432969712409,"NaraCOVID_CD4_012_TCR.join.strict.table.txt"
"blue",716,0.00327714284406567,0.0344003868008981,0.00849139067334508,0.00711477382434834,0.00619277671127771,"NaraCOVID_CD4_012_TCR.join.strict.table.txt"
"brown",1686,0.00771684753504849,0.024280373205421,0.018398013125581,0.118600551272544,0.0197368221532788,"NaraCOVID_CD4_012_TCR.join.strict.table.txt"
"green",318,0.00145549081621911,0.00389194467981215,0.00455094140662939,0.00384071861314379,0.0166313356927752,"NaraCOVID_CD4_012_TCR.join.strict.table.txt"
"invblue",144,0.000659090180929409,0.00154624616430421,0.00699984737696502,0.00786332918246562,0.00869475554908579,"NaraCOVID_CD4_012_TCR.join.strict.table.txt"
"invbrown",207,0.000947442135086025,0.0057685034922185,0.00699290996628418,0.000790530424927593,0.00770002941720573,"NaraCOVID_CD4_012_TCR.join.strict.table.txt"
"invgreen",162,0.000741476453545585,0.00661104010187034,0.00641016746909384,0.00670201900071358,0.00166192048862889,"NaraCOVID_CD4_012_TCR.join.strict.table.txt"
"invturquoise",198,0.000906248998777937,0.00551478508135744,0.000686803657402911,0.0058555218200389,0.00499182686912983,"NaraCOVID_CD4_012_TCR.join.strict.table.txt"
"invyellow",1160,0.00530933756859801,0.0207283154533661,0.00107529865552981,0.00121028109303074,0.017510819163035,"NaraCOVID_CD4_012_TCR.join.strict.table.txt"
"singlet",208778,0.955580068014445,0.829764520591882,0.782158367211022,0.735081361671167,0.83109065048417,"NaraCOVID_CD4_012_TCR.join.strict.table.txt"
"turquoise",1350,0.00617897044621321,0.0183874040776857,0.081833696391159,0.0172517524590393,0.0236611380516105,"NaraCOVID_CD4_012_TCR.join.strict.table.txt"
"yellow",802,0.00367076614656518,0.00573020637359797,0.0319537135959375,0.0315302710190147,0.00738462844856083,"NaraCOVID_CD4_012_TCR.join.strict.table.txt"
"0",4100,0.0147491564201999,0.047485062913917,0.0365784114052953,0.0784934511344345,0.0575068032357307,"NaraCOVID_CD4_013_TCR.join.strict.table.txt"
"blue",1079,0.00388154628716967,0.0570038664157766,0.00855397148676171,0.00847573140357616,0.00582633274346374,"NaraCOVID_CD4_013_TCR.join.strict.table.txt"
"brown",2215,0.00796814182213237,0.0187504969212965,0.00619144602851324,0.0837474132910373,0.0131547497659161,"NaraCOVID_CD4_013_TCR.join.strict.table.txt"
"green",829,0.00298220748105992,0.0040269029509027,0.00153156822810591,0.00502162302821526,0.023838187148737,"NaraCOVID_CD4_013_TCR.join.strict.table.txt"
"invblue",76,0.000273398997057363,0.00157689691422918,0.00488798370672098,0.00467156540811142,0.00530224786364145,"NaraCOVID_CD4_013_TCR.join.strict.table.txt"
"invbrown",55,0.000197854537344145,0.00217320247003012,0.00278615071283096,0.000514243937497677,0.0029076843123195,"NaraCOVID_CD4_013_TCR.join.strict.table.txt"
"invgreen",82,0.000294983128403997,0.0049839365589783,0.00482281059063136,0.00489151311631826,0.00154155510675762,"NaraCOVID_CD4_013_TCR.join.strict.table.txt"
"invturquoise",562,0.00202171363613471,0.00997376255554476,0.000195519348268839,0.0108301012379029,0.00916819616124272,"NaraCOVID_CD4_013_TCR.join.strict.table.txt"
"invyellow",1976,0.00710837392349145,0.0268470012456161,0.000765784114052953,0.00256502397739805,0.0242372810739574,"NaraCOVID_CD4_013_TCR.join.strict.table.txt"
"singlet",264031,0.949813297263852,0.794679482082858,0.725295315682281,0.740185995216912,0.818789429712323,"NaraCOVID_CD4_013_TCR.join.strict.table.txt"
"turquoise",2427,0.00873078112971343,0.0243439902706491,0.16637067209776,0.0260343737995812,0.0272831132834685,"NaraCOVID_CD4_013_TCR.join.strict.table.txt"
"yellow",550,0.00197854537344145,0.00815539870020112,0.042020366598778,0.0345689644490155,0.0104444195924418,"NaraCOVID_CD4_013_TCR.join.strict.table.txt"
"0",6945,0.021734980330547,0.0674288974719101,0.0661289014175911,0.0895530689359099,0.0849397543012992,"NaraCOVID_CD4_014_TCR.join.strict.table.txt"
"blue",2248,0.00703531112787179,0.0812148876404494,0.0139883185625342,0.0156601418972236,0.0151066187740216,"NaraCOVID_CD4_014_TCR.join.strict.table.txt"
"brown",1859,0.00581790186241711,0.00991485252808989,0.00718935691253118,0.0598839654746883,0.0123368100040085,"NaraCOVID_CD4_014_TCR.join.strict.table.txt"
"green",649,0.00203110183362491,0.00856302668539326,0.011204851041392,0.0109047425375339,0.0304804722193839,"NaraCOVID_CD4_014_TCR.join.strict.table.txt"
"invblue",470,0.00147090579630771,0.00394136235955056,0.0160366261737208,0.0158165695077397,0.0186042490312743,"NaraCOVID_CD4_014_TCR.join.strict.table.txt"
"invbrown",306,0.000957653561000341,0.00928283005617977,0.0107333346853516,0.00297907693805119,0.0118494997209756,"NaraCOVID_CD4_014_TCR.join.strict.table.txt"
"invgreen",186,0.000582103144921776,0.00487622893258427,0.00447180027986777,0.00459897174917354,0.00120255602103294,"NaraCOVID_CD4_014_TCR.join.strict.table.txt"
"invturquoise",438,0.00137075901868676,0.0110208918539326,0.00202295726946399,0.0111793598982178,0.00973362991141957,"NaraCOVID_CD4_014_TCR.join.strict.table.txt"
"invyellow",1538,0.00481330449940694,0.0329046699438202,0.00508020848121033,0.00615977168521203,0.0268036375354675,"NaraCOVID_CD4_014_TCR.join.strict.table.txt"
"singlet",300398,0.940121615743073,0.753594627808989,0.727691699284106,0.740486594153778,0.753694519331283,"NaraCOVID_CD4_014_TCR.join.strict.table.txt"
"turquoise",3116,0.00975179247084008,0.0131495786516854,0.104985905210002,0.0150205267786688,0.0276965157314763,"NaraCOVID_CD4_014_TCR.join.strict.table.txt"
"yellow",1378,0.00431257061130219,0.00410814606741573,0.0304660406822284,0.0277572104438025,0.00755173741835588,"NaraCOVID_CD4_014_TCR.join.strict.table.txt"
"0",4007,0.0199635305605931,0.0471739958770139,0.0459042935955865,0.066645116236604,0.0584579026535601,"NaraCOVID_CD4_015_TCR.join.strict.table.txt"
"blue",1223,0.00609318639271408,0.0478090529833029,0.00815543295754378,0.0127057058465001,0.00606192142712883,"NaraCOVID_CD4_015_TCR.join.strict.table.txt"
"brown",879,0.00437932202714283,0.0853868474788233,0.0728092268329735,0.142420376507399,0.0547682995571873,"NaraCOVID_CD4_015_TCR.join.strict.table.txt"
"green",911,0.00453875127045178,0.00453137670610534,0.00431758215399376,0.00850583959077214,0.0304663549796077,"NaraCOVID_CD4_015_TCR.join.strict.table.txt"
"invblue",212,0.00105621873692182,0.00352310142350493,0.0109938434476693,0.0107538291083797,0.0124313097789554,"NaraCOVID_CD4_015_TCR.join.strict.table.txt"
"invbrown",98,0.000488252057633671,0.00343907848328823,0.00429759334772527,0.00141147091555604,0.00449745736910801,"NaraCOVID_CD4_015_TCR.join.strict.table.txt"
"invgreen",152,0.000757288905717531,0.011475970416109,0.01012433037499,0.0109191587435935,0.00413874595696066,"NaraCOVID_CD4_015_TCR.join.strict.table.txt"
