"class","counts","prop","sum_TP1","sum_TP2","sum_TP3","sum_TP4","name"
"blue",143,0.00183098591549296,0.0520148731528614,0.018112303541397,0.0210680581355189,0.0144553433144037,"NaraCOVID_CD8_003_TCR.join.strict.table.txt"
"brown",215,0.00275288092189501,0.00681571834309784,0.00334539207027138,0.026454088062056,0.003902942694889,"NaraCOVID_CD8_003_TCR.join.strict.table.txt"
"green",220,0.0028169014084507,0.00477477601086673,0.0156138461724601,0.00263234044936478,0.00231285493030459,"NaraCOVID_CD8_003_TCR.join.strict.table.txt"
"invblue",10,0.000128040973111396,0.000665450104962749,0.00151238339524023,0.00127883206228005,0.00146618482188952,"NaraCOVID_CD8_003_TCR.join.strict.table.txt"
"invbrown",23,0.00029449423815621,0.0239527736234787,0.0257589139877315,0.0133483930588356,0.0276097057305111,"NaraCOVID_CD8_003_TCR.join.strict.table.txt"
"invgreen",23,0.00029449423815621,0.333349340724174,0.211667130464241,0.320865498604486,0.344697986577181,"NaraCOVID_CD8_003_TCR.join.strict.table.txt"
"invred",296,0.00379001280409731,0.015037800310086,0.0164789294745375,0.00567540068515528,0.00189984512132163,"NaraCOVID_CD8_003_TCR.join.strict.table.txt"
"invturquoise",111,0.00142125480153649,0.00798540125955298,0.00941912378555613,0.0112761250455059,0.00268456375838926,"NaraCOVID_CD8_003_TCR.join.strict.table.txt"
"invyellow",27,0.000345710627400768,0.000946722829740817,0.00142164039152581,0.00336976915681095,0.00165203923593185,"NaraCOVID_CD8_003_TCR.join.strict.table.txt"
"red",75,0.000960307298335467,0.00606108420344936,0.00449480345065395,0.010127976551634,0.0164584408879711,"NaraCOVID_CD8_003_TCR.join.strict.table.txt"
"singlet",76382,0.978002560819462,0.436106499458036,0.595068420224801,0.500686088734143,0.426639132679401,"NaraCOVID_CD8_003_TCR.join.strict.table.txt"
"turquoise",206,0.00263764404609475,0.0718446002497153,0.065304715006473,0.0503505119995519,0.127640681466185,"NaraCOVID_CD8_003_TCR.join.strict.table.txt"
"yellow",21,0.000268886043533931,0.0087125941577597,0.00646695139804721,0.00406052516125419,0.0056582343830666,"NaraCOVID_CD8_003_TCR.join.strict.table.txt"
"0",541,0.0372256244409275,0.116032537391761,0.146838749327802,0.124575865336608,0.123674034129209,"NaraCOVID_CD8_004_TCR.join.strict.table.txt"
"blue",310,0.0213307644670749,0.137286801364471,0.0723054467235154,0.0798799686165823,0.0597793308972221,"NaraCOVID_CD8_004_TCR.join.strict.table.txt"
"brown",29,0.00199545861143604,0.00388349514563107,0.00318045632634248,0.0142906634332236,0.00381972777048521,"NaraCOVID_CD8_004_TCR.join.strict.table.txt"
"green",246,0.0169269937383885,0.0169771713461034,0.0508412076515326,0.0193649952619191,0.0191459419827107,"NaraCOVID_CD8_004_TCR.join.strict.table.txt"
"invblue",98,0.00674327392830111,0.0125426397271057,0.0294384266728125,0.0279546774538674,0.0339518217618051,"NaraCOVID_CD8_004_TCR.join.strict.table.txt"
"invbrown",14,0.000963324846900158,0.00459197061138809,0.00496274103095951,0.00315362590558482,0.00470666146332234,"NaraCOVID_CD8_004_TCR.join.strict.table.txt"
"invgreen",22,0.00151379618798596,0.011912883757544,0.00791272950756703,0.0116465085947769,0.0115419637894538,"NaraCOVID_CD8_004_TCR.join.strict.table.txt"
"invred",147,0.0101149108924517,0.114694305956442,0.106599062764078,0.0878684749493076,0.0607726966331997,"NaraCOVID_CD8_004_TCR.join.strict.table.txt"
"invturquoise",51,0.00350925479942201,0.055077407504592,0.0569101943612199,0.060953118472402,0.0400066224382399,"NaraCOVID_CD8_004_TCR.join.strict.table.txt"
"invyellow",110,0.00756898093992981,0.00346365783258987,0.00931090112929246,0.0194821736073608,0.0101938245763413,"NaraCOVID_CD8_004_TCR.join.strict.table.txt"
"red",187,0.0128672675978807,0.322592495408029,0.335438273027579,0.366676516440631,0.473870933409018,"NaraCOVID_CD8_004_TCR.join.strict.table.txt"
"singlet",12694,0.873460400467901,0.137627919181317,0.119612814012445,0.130852548883749,0.083182554605551,"NaraCOVID_CD8_004_TCR.join.strict.table.txt"
"turquoise",55,0.00378449046996491,0.0483600104959328,0.0438657140662211,0.0429484109597416,0.0631496789300032,"NaraCOVID_CD8_004_TCR.join.strict.table.txt"
"yellow",29,0.00199545861143604,0.0149567042770926,0.0127832833986326,0.0103524520842461,0.0122042076134388,"NaraCOVID_CD8_004_TCR.join.strict.table.txt"
"0",417,0.0084762988860883,0.0466574651944311,0.0589332243396516,0.0464025693821857,0.0659194118071073,"NaraCOVID_CD8_005_TCR.join.strict.table.txt"
"blue",211,0.004288966582649,0.0297147543606977,0.00763807285546416,0.0118518664472971,0.00446911266488863,"NaraCOVID_CD8_005_TCR.join.strict.table.txt"
"brown",171,0.00347589234897146,0.00485077612417987,0.000817452613293823,0.142714993645508,0.0171195848050169,"NaraCOVID_CD8_005_TCR.join.strict.table.txt"
"green",333,0.00676884299536548,0.0337754040646503,0.107622745618965,0.0357821936297449,0.0280040366178909,"NaraCOVID_CD8_005_TCR.join.strict.table.txt"
"invblue",24,0.000487844540206521,0.00234037445991359,0.00653962090635059,0.00469936849157168,0.00637929791681684,"NaraCOVID_CD8_005_TCR.join.strict.table.txt"
"invbrown",39,0.000792747377835596,0.0580292846855497,0.0660092985234762,0.0390924406175187,0.0642254739421899,"NaraCOVID_CD8_005_TCR.join.strict.table.txt"
"invgreen",11,0.000223595414261322,0.0014402304368699,0.000510907883308639,0.00172408697279883,0.00172997909608592,"NaraCOVID_CD8_005_TCR.join.strict.table.txt"
"invred",301,0.00611838360842345,0.0510781725076012,0.05351760077658,0.0259795276986887,0.0105240395011894,"NaraCOVID_CD8_005_TCR.join.strict.table.txt"
"invturquoise",86,0.0017481096024067,0.0121519443110898,0.0168344147550197,0.0172113139513118,0.00389245296619332,"NaraCOVID_CD8_005_TCR.join.strict.table.txt"
"invyellow",30,0.000609805675258151,0.000450072011521843,0.000970724978286415,0.0332995083889146,0.0178404094283861,"NaraCOVID_CD8_005_TCR.join.strict.table.txt"
"red",175,0.00355719977233921,0.0055908945431269,0.00490471567976294,0.0246101100460085,0.0435738484826642,"NaraCOVID_CD8_005_TCR.join.strict.table.txt"
"singlet",47157,0.958553540938288,0.651254200672107,0.564246666326061,0.539245145463681,0.531031500036041,"NaraCOVID_CD8_005_TCR.join.strict.table.txt"
"turquoise",219,0.0044515814293845,0.0862437990078413,0.0998314003985082,0.0704708235224575,0.193721617530455,"NaraCOVID_CD8_005_TCR.join.strict.table.txt"
"yellow",22,0.000447190828522644,0.0164226276204193,0.0116231543452715,0.00691605174231304,0.0115692352050746,"NaraCOVID_CD8_005_TCR.join.strict.table.txt"
"0",372,0.0123884374583722,0.238972212288858,0.213795594077284,0.238180571571041,0.201202563957116,"NaraCOVID_CD8_006_TCR.join.strict.table.txt"
"blue",178,0.00592780071932863,0.0466248764172574,0.0238743619025309,0.0232337083554087,0.0174712122071587,"NaraCOVID_CD8_006_TCR.join.strict.table.txt"
"brown",135,0.00449580391634474,0.010643892383096,0.00732042985564112,0.0756692741608751,0.0121958137160361,"NaraCOVID_CD8_006_TCR.join.strict.table.txt"
"green",129,0.00429599040895165,0.0598140474137024,0.107522473719657,0.0573129304702839,0.0656872199217199,"NaraCOVID_CD8_006_TCR.join.strict.table.txt"
"invblue",16,0.000532836019714933,0.00164075811439029,0.0039335109757645,0.00324118802007043,0.00408417947699813,"NaraCOVID_CD8_006_TCR.join.strict.table.txt"
"invbrown",25,0.000832556280804582,0.00504848650581628,0.00665671088206299,0.00250880418861221,0.0058142832832265,"NaraCOVID_CD8_006_TCR.join.strict.table.txt"
"invgreen",14,0.000466231517250566,0.00490123898272997,0.00270367876001679,0.00529809580203821,0.00513358670372681,"NaraCOVID_CD8_006_TCR.join.strict.table.txt"
"invred",301,0.0100239776208872,0.0478238919623888,0.0454159468243975,0.0191822233303207,0.00969992625787055,"NaraCOVID_CD8_006_TCR.join.strict.table.txt"
"invturquoise",97,0.00323031836952178,0.0724878520793454,0.0889090607400466,0.103593355564559,0.0597878495660559,"NaraCOVID_CD8_006_TCR.join.strict.table.txt"
"invyellow",73,0.00243106433994938,0.0035760112749532,0.00704713380769719,0.0161591921962165,0.00720403879970503,"NaraCOVID_CD8_006_TCR.join.strict.table.txt"
"red",90,0.0029972026108965,0.109972864385031,0.123354123354123,0.184529560258048,0.201514549889387,"NaraCOVID_CD8_006_TCR.join.strict.table.txt"
"singlet",28301,0.942487012122019,0.361408527735123,0.340956340956341,0.254744912269767,0.325089341426059,"NaraCOVID_CD8_006_TCR.join.strict.table.txt"
"turquoise",261,0.00869188757159984,0.02521087948842,0.020370316144964,0.0128712562720105,0.0769187134834647,"NaraCOVID_CD8_006_TCR.join.strict.table.txt"
"yellow",36,0.0011988810443586,0.0118744609688887,0.00814031799947293,0.00347492754074859,0.00819672131147541,"NaraCOVID_CD8_006_TCR.join.strict.table.txt"
"0",284,0.0145201697428294,0.220431413838719,0.184766030812758,0.215128541298524,0.177050649932766,"NaraCOVID_CD8_007_TCR.join.strict.table.txt"
"blue",87,0.00444808016769774,0.154162504612007,0.106054242832829,0.111839480134527,0.115493799492007,"NaraCOVID_CD8_007_TCR.join.strict.table.txt"
"brown",141,0.00720895751316529,0.0881545674612816,0.0722906213390509,0.141860951186608,0.0787389810249514,"NaraCOVID_CD8_007_TCR.join.strict.table.txt"
"green",133,0.0067999386471701,0.0216786803811992,0.0446939722817798,0.0221360846681487,0.0213656058568654,"NaraCOVID_CD8_007_TCR.join.strict.table.txt"
"invblue",6,0.000306764149496396,0.0391908065836955,0.0539444309365399,0.0497254365463908,0.0572239653369192,"NaraCOVID_CD8_007_TCR.join.strict.table.txt"
"invbrown",2,0.000102254716498799,0.000908902747406028,0.0012709710218607,0.000266013034638697,0.00119527864933513,"NaraCOVID_CD8_007_TCR.join.strict.table.txt"
"invgreen",7,0.000357891507745795,0.0590786785813918,0.0495568179306381,0.0574778164130042,0.0549828178694158,"NaraCOVID_CD8_007_TCR.join.strict.table.txt"
"invred",318,0.016258499923309,0.0512945114872709,0.0506951658893482,0.0260502764635467,0.00866577020767966,"NaraCOVID_CD8_007_TCR.join.strict.table.txt"
"invturquoise",172,0.00879390561889667,0.0619223743059493,0.0623880992904666,0.0836801003249159,0.0195726878828627,"NaraCOVID_CD8_007_TCR.join.strict.table.txt"
"invyellow",41,0.00209622168822537,0.00426554358683621,0.00601224552949758,0.0148587280776758,0.00761990138951143,"NaraCOVID_CD8_007_TCR.join.strict.table.txt"
"red",42,0.00214734904647477,0.0166662167148115,0.0156163656859928,0.0269813220847822,0.043777080531899,"NaraCOVID_CD8_007_TCR.join.strict.table.txt"
"singlet",18215,0.931284830512807,0.200633532212053,0.283072876373201,0.187539189420282,0.271627073061407,"NaraCOVID_CD8_007_TCR.join.strict.table.txt"
"turquoise",106,0.00541949997443632,0.0728652034232337,0.0620454897106607,0.0571357996541831,0.136112356193037,"NaraCOVID_CD8_007_TCR.join.strict.table.txt"
"yellow",5,0.000255636791246996,0.00874706406414514,0.00759267036537654,0.00532026069277395,0.00657403257134319,"NaraCOVID_CD8_007_TCR.join.strict.table.txt"
"0",299,0.00624464819030513,0.0517177393701622,0.0493236917070061,0.0495137360687158,0.0470289442571266,"NaraCOVID_CD8_008_TCR.join.strict.table.txt"
"blue",81,0.00169169399135356,0.0435708479129113,0.0292037689993825,0.028714417548094,0.0237334150720322,"NaraCOVID_CD8_008_TCR.join.strict.table.txt"
"brown",256,0.00534658841711744,0.116548262821193,0.09587840395227,0.235358841485057,0.109164951613609,"NaraCOVID_CD8_008_TCR.join.strict.table.txt"
"green",112,0.00233913243248888,0.00412646237585268,0.0139544612442479,0.00145524242209129,0.00240837237815825,"NaraCOVID_CD8_008_TCR.join.strict.table.txt"
"invblue",18,0.00037593199807857,0.0032605238044746,0.0060359768122871,0.00564350110030525,0.00597714235670184,"NaraCOVID_CD8_008_TCR.join.strict.table.txt"
"invbrown",56,0.00116956621624444,0.00526632029123812,0.00757983226757505,0.00124228011641939,0.00702806848535272,"NaraCOVID_CD8_008_TCR.join.strict.table.txt"
"invgreen",26,0.00054301288611349,0.0168327854946453,0.0098408334827387,0.018350252005395,0.0156106318693349,"NaraCOVID_CD8_008_TCR.join.strict.table.txt"
"invred",257,0.0053674735281218,0.029327042024529,0.030478694794717,0.0130971817988216,0.0114945045321189,"NaraCOVID_CD8_008_TCR.join.strict.table.txt"
"invturquoise",77,0.0016081535473361,0.0466899939914466,0.0473017390784677,0.0611556754454462,0.0281560625301047,"NaraCOVID_CD8_008_TCR.join.strict.table.txt"
"invyellow",108,0.00225559198847142,0.0375269501290072,0.0468136815474412,0.0785475970753177,0.0518894776021369,"NaraCOVID_CD8_008_TCR.join.strict.table.txt"
"red",69,0.00144107265930118,0.0136164422295267,0.0127392975955696,0.0230709164477887,0.0309147436178132,"NaraCOVID_CD8_008_TCR.join.strict.table.txt"
"singlet",46167,0.964202919738518,0.577280599441558,0.609882666985398,0.461382835238163,0.578600516705347,"NaraCOVID_CD8_008_TCR.join.strict.table.txt"
"turquoise",300,0.0062655333013095,0.0344608206976991,0.0269128867108907,0.0174274153474835,0.0743968121907431,"NaraCOVID_CD8_008_TCR.join.strict.table.txt"
"yellow",55,0.00114868110524007,0.0197752094157565,0.0140540648220084,0.00504010790090154,0.0135963567894207,"NaraCOVID_CD8_008_TCR.join.strict.table.txt"
"0",282,0.00906286155032781,0.08562124167728,0.0773836348419494,0.0639997709180459,0.102313896120446,"NaraCOVID_CD8_009_TCR.join.strict.table.txt"
"blue",75,0.0024103355187042,0.0730948427348498,0.03199639477242,0.0385144035278621,0.0362103806732327,"NaraCOVID_CD8_009_TCR.join.strict.table.txt"
"brown",127,0.00408150147833912,0.00791565235615599,0.00315457413249211,0.104260924345685,0.0156929854903603,"NaraCOVID_CD8_009_TCR.join.strict.table.txt"
"green",127,0.00408150147833912,0.0119460252462558,0.0349578317131269,0.00884829047591776,0.0130714194687688,"NaraCOVID_CD8_009_TCR.join.strict.table.txt"
"invblue",31,0.000996272014397737,0.00295023295555305,0.010043133972832,0.00755970448427925,0.00933932895191975,"NaraCOVID_CD8_009_TCR.join.strict.table.txt"
"invbrown",61,0.00196040622187942,0.0511051282464654,0.0642503058005537,0.0285493385258576,0.058894208887837,"NaraCOVID_CD8_009_TCR.join.strict.table.txt"
"invgreen",32,0.00102840982131379,0.00915700720630673,0.00267173115302903,0.010623675619953,0.00961240874583553,"NaraCOVID_CD8_009_TCR.join.strict.table.txt"
"invred",49,0.00157475253888675,0.0131067726386045,0.0131655185733599,0.00638565946967528,0.00431466074386936,"NaraCOVID_CD8_009_TCR.join.strict.table.txt"
"invturquoise",22,0.000707031752153233,0.00364345709265021,0.00447434494302453,0.0052116144550713,0.00103770321687997,"NaraCOVID_CD8_009_TCR.join.strict.table.txt"
"invyellow",62,0.00199254402879547,0.00274065356526786,0.00479624026266658,0.0166657121585247,0.00953958746745799,"NaraCOVID_CD8_009_TCR.join.strict.table.txt"
"red",67,0.00215323306337576,0.00569088652082091,0.0049249983905234,0.0164652654487143,0.0225199803382548,"NaraCOVID_CD8_009_TCR.join.strict.table.txt"
"singlet",29932,0.96194883661139,0.589853133211885,0.639799137320543,0.617318595727622,0.5421544175208,"NaraCOVID_CD8_009_TCR.join.strict.table.txt"
"turquoise",191,0.0061383211209667,0.0581340985667994,0.0434880576836413,0.0329591661416872,0.110906806968996,"NaraCOVID_CD8_009_TCR.join.strict.table.txt"
"yellow",58,0.00186399280113125,0.0850408679811056,0.0648940964398378,0.0426378787011053,0.0643922154053414,"NaraCOVID_CD8_009_TCR.join.strict.table.txt"
"0",405,0.0121065375302663,0.367829400248405,0.316703674521882,0.296059385611624,0.342609657206045,"NaraCOVID_CD8_010_TCR.join.strict.table.txt"
"blue",182,0.00544046871730488,0.178536092457318,0.120490413771697,0.134881149806523,0.116803866158824,"NaraCOVID_CD8_010_TCR.join.strict.table.txt"
"brown",95,0.00283980509969211,0.00804159737279751,0.00522885180144689,0.0342335939350865,0.0075459720686407,"NaraCOVID_CD8_010_TCR.join.strict.table.txt"
"green",97,0.00289959047021194,0.00948361156137507,0.0213451758470024,0.00785753770828398,0.0095425318425687,"NaraCOVID_CD8_010_TCR.join.strict.table.txt"
"invblue",32,0.000956565928317341,0.00306296444435088,0.00693598834849462,0.00552791597567717,0.00621493221935537,"NaraCOVID_CD8_010_TCR.join.strict.table.txt"
"invbrown",38,0.00113592203987684,0.0117466265288508,0.0137764725544971,0.00726526099660428,0.0134025474054962,"NaraCOVID_CD8_010_TCR.join.strict.table.txt"
"invgreen",38,0.00113592203987684,0.0111256131191714,0.00531241792612755,0.0104372318302667,0.0102285293033542,"NaraCOVID_CD8_010_TCR.join.strict.table.txt"
"invred",86,0.00257077093235285,0.0109361514009641,0.0106964639591242,0.00534365210982126,0.003511897448499,"NaraCOVID_CD8_010_TCR.join.strict.table.txt"
"invturquoise",32,0.000956565928317341,0.00567332589520662,0.00651815772509133,0.00719945247308431,0.00281566121964205,"NaraCOVID_CD8_010_TCR.join.strict.table.txt"
"invyellow",71,0.0021223806534541,0.0030734900953624,0.00583769070983454,0.0119113427571139,0.00573371011999836,"NaraCOVID_CD8_010_TCR.join.strict.table.txt"
"red",77,0.0023017367650136,0.00197882239016483,0.00199364897452427,0.00496196267340546,0.00744358438792644,"NaraCOVID_CD8_010_TCR.join.strict.table.txt"
"singlet",32181,0.961976504349386,0.21349177946656,0.328940142778693,0.346087025191503,0.309507720031126,"NaraCOVID_CD8_010_TCR.join.strict.table.txt"
"turquoise",63,0.00188323917137476,0.0274824747910658,0.023004560322804,0.0219668851509648,0.0354875701355613,"NaraCOVID_CD8_010_TCR.join.strict.table.txt"
"yellow",56,0.00167399037455535,0.147538050228407,0.13321634075878,0.106267603780042,0.129151820452963,"NaraCOVID_CD8_010_TCR.join.strict.table.txt"
"0",439,0.0135472920845549,0.0626460248487892,0.04440172993753,0.0568366152645736,0.0392025246706407,"NaraCOVID_CD8_011_TCR.join.strict.table.txt"
"blue",270,0.00833204752353032,0.323252614800096,0.163133109082172,0.202706309932034,0.146010118719631,"NaraCOVID_CD8_011_TCR.join.strict.table.txt"
"brown",197,0.0060793087486499,0.0165731379784702,0.00555502162421913,0.0861378616455514,0.0122827230376196,"NaraCOVID_CD8_011_TCR.join.strict.table.txt"
"green",184,0.00567813609010955,0.018560167696574,0.0530514175876982,0.0147224902979405,0.0193558082452537,"NaraCOVID_CD8_011_TCR.join.strict.table.txt"
"invblue",27,0.000833204752353032,0.000720571216455226,0.00426717924074964,0.00316215272787006,0.00410759905825778,"NaraCOVID_CD8_011_TCR.join.strict.table.txt"
"invbrown",43,0.00132695571671038,0.0120968622398847,0.0164344065353196,0.00408615839510482,0.0124931122576767,"NaraCOVID_CD8_011_TCR.join.strict.table.txt"
"invgreen",37,0.00114179910507638,0.00895255147717099,0.002537241710716,0.00907578899817252,0.00903671792816711,"NaraCOVID_CD8_011_TCR.join.strict.table.txt"
"invred",117,0.00361055392686314,0.0270105028713671,0.0270062469966362,0.0124638097780333,0.00952762610830036,"NaraCOVID_CD8_011_TCR.join.strict.table.txt"
"invturquoise",25,0.000771485881808363,0.00720571216455226,0.00809226333493513,0.0101435288803105,0.00336622752091369,"NaraCOVID_CD8_011_TCR.join.strict.table.txt"
"invyellow",102,0.00314766239777812,0.00434526279013909,0.00951465641518501,0.0326482002422948,0.0156289134899564,"NaraCOVID_CD8_011_TCR.join.strict.table.txt"
"red",76,0.00234531708069742,0.0276218966307837,0.0200672753483902,0.0416623888626517,0.0596202975504684,"NaraCOVID_CD8_011_TCR.join.strict.table.txt"
"singlet",30692,0.947137787378491,0.383977116405005,0.558519942335416,0.483994168497567,0.511325953013074,"NaraCOVID_CD8_011_TCR.join.strict.table.txt"
"turquoise",107,0.00330195957413979,0.0249579666790401,0.0191638635271504,0.0132440812303649,0.0995341381555878,"NaraCOVID_CD8_011_TCR.join.strict.table.txt"
"yellow",89,0.00274648973923777,0.0820796122016726,0.0682556463238828,0.0291164452475309,0.0585082402444522,"NaraCOVID_CD8_011_TCR.join.strict.table.txt"
"0",274,0.00752375199077379,0.0362959127428218,0.0311445739520741,0.0251068665115524,0.0253327378293881,"NaraCOVID_CD8_012_TCR.join.strict.table.txt"
"blue",85,0.00233401065407216,0.0457832935241945,0.0171577499457033,0.0127698717601861,0.0143456900401965,"NaraCOVID_CD8_012_TCR.join.strict.table.txt"
"brown",152,0.00417376022845845,0.0284788454792965,0.0201983638601318,0.105026784264921,0.0231353282715498,"NaraCOVID_CD8_012_TCR.join.strict.table.txt"
"green",73,0.00200450326761492,0.0106900065142227,0.0234561644827337,0.00703425139332287,0.00873604287628406,"NaraCOVID_CD8_012_TCR.join.strict.table.txt"
"invblue",10,0.000274589488714372,0.0021045950324876,0.00443060884673858,0.00443698934040366,0.00484144707458687,"NaraCOVID_CD8_012_TCR.join.strict.table.txt"
"invbrown",54,0.00148278323905761,0.0308506906746396,0.0375588214001303,0.0170445322222823,0.034497543546226,"NaraCOVID_CD8_012_TCR.join.strict.table.txt"
"invgreen",13,0.000356966335328684,0.00541181579782525,0.00237457467602983,0.00557329148855581,0.00539526574363555,"NaraCOVID_CD8_012_TCR.join.strict.table.txt"
"invred",157,0.00431105497281564,0.0387846798844143,0.0405559979729241,0.0179643958660246,0.0125055828494864,"NaraCOVID_CD8_012_TCR.join.strict.table.txt"
"invturquoise",22,0.000604096875171618,0.00788387980423925,0.00832549047998262,0.0117958984903414,0.0041268423403305,"NaraCOVID_CD8_012_TCR.join.strict.table.txt"
"invyellow",46,0.00126311164808611,0.00765003591174063,0.0121914138854702,0.0246739895027325,0.0122733363108531,"NaraCOVID_CD8_012_TCR.join.strict.table.txt"
"red",20,0.000549178977428744,0.0931032754848085,0.0842250054296677,0.104215139873383,0.111924966502903,"NaraCOVID_CD8_012_TCR.join.strict.table.txt"
"singlet",35333,0.970207040474491,0.566002438657736,0.607876637949757,0.575239435095503,0.602858418937025,"NaraCOVID_CD8_012_TCR.join.strict.table.txt"
"turquoise",99,0.00271843593827228,0.0973124655497837,0.0926663288206762,0.0857637573724365,0.126288521661456,"NaraCOVID_CD8_012_TCR.join.strict.table.txt"
"yellow",80,0.00219671590971498,0.0296480649417896,0.0178382682979802,0.00335479681835399,0.0137382760160786,"NaraCOVID_CD8_012_TCR.join.strict.table.txt"
"0",478,0.00991474974590861,0.0509150956378148,0.039896317354898,0.0369869027584693,0.0445097242075722,"NaraCOVID_CD8_013_TCR.join.strict.table.txt"
"blue",182,0.00377507207898612,0.0636820940935431,0.0224327197582331,0.0236701543864784,0.0162747695172649,"NaraCOVID_CD8_013_TCR.join.strict.table.txt"
"brown",213,0.00441807886167057,0.0324908643334404,0.0202109487917627,0.121387283236994,0.0269628735918587,"NaraCOVID_CD8_013_TCR.join.strict.table.txt"
"green",150,0.00311132314202153,0.00840940018041986,0.0238900103921545,0.00406087656398624,0.0070423458749164,"NaraCOVID_CD8_013_TCR.join.strict.table.txt"
